Ensembl_ID_base,gene_name,gene_type,log2FC_7043,log2FC_7078,log2FC_7083,log2FC_8004,log2FC_8013,mean_log2FC,median_log2FC,mean_expression
ENSG00000080031,PTPRH,protein_coding,-3.505447239134825,-4.228039176937883,-1.498372559084939,-5.551002562157167,-3.270816512266242,-3.6107356099162105,-3.505447239134825,9.047532533066667
ENSG00000215089,KRT18P11,processed_pseudogene,-1.368400529177182,-4.14343070172115,-4.341525137421162,-4.943106234316635,-3.0927502301037553,-3.5778425665479774,-4.14343070172115,15.371953818266665
ENSG00000141448,GATA6,protein_coding,-2.5404677738025283,-4.247797353720843,-3.391805673901511,-3.9927264900831876,-3.7159737819669028,-3.5777542146949948,-3.7159737819669028,148.38081717040004
ENSG00000131738,KRT33B,protein_coding,-3.2819395674784593,-4.323869075387836,-4.411963247983477,-3.9443844257602336,-1.8273330042091338,-3.557897864163828,-3.9443844257602336,7.7120977076
ENSG00000197635,DPP4,protein_coding,-2.7181816844012525,-4.649278096060679,-3.8831583752969965,-2.7465935443455782,-3.5761130518920154,-3.514664950399305,-3.5761130518920154,145.88544286226667
ENSG00000282849,AL359834.1,lncRNA,-2.4398768963408375,-3.7245943538067516,-6.664272559064981,-2.1785207064604633,-2.530157627750815,-3.5074844286847693,-2.530157627750815,43.811510247866664
ENSG00000266010,GATA6-AS1,lncRNA,-2.8028458428988747,-2.963457941647556,-4.1068790873974645,-4.026307607386034,-3.590186694071928,-3.4979354346803717,-3.590186694071928,6.7427129783333335
ENSG00000286190,AC055839.2,protein_coding,-5.393313483671095,-2.876495665061438,-2.0243561385797246,-2.7969238006187385,-4.354511839580371,-3.4891201855022738,-2.876495665061438,71.25144914913334
ENSG00000077264,PAK3,protein_coding,-2.2881269477810497,-2.721712819967466,-5.574774287877554,-3.812146751662798,-2.9472437390504282,-3.468800909267859,-2.9472437390504282,23.58130128273333
ENSG00000081277,PKP1,protein_coding,-3.0278745196351187,-2.323976319936394,-4.543292616141969,-4.051117100466224,-3.3326077365300355,-3.4557736585419483,-3.3326077365300355,8.037051538933333
ENSG00000188581,KRTAP1-1,protein_coding,-2.4171006441484284,-2.3598556731847418,-5.603995468616256,-4.748437129814938,-2.096937413577867,-3.4452652658684464,-2.4171006441484284,42.51410597626668
ENSG00000213943,KRT18P17,processed_pseudogene,-1.687199750772972,-4.8332265291052945,-3.826512848342813,-3.6343297579446383,-3.2302474838559316,-3.44230327400433,-3.6343297579446383,16.021248482733334
ENSG00000111674,ENO2,protein_coding,-3.100574350334144,-4.286576908956591,-3.9799787660439563,-3.7599875725014202,-1.9712513302692711,-3.4196737856210766,-3.7599875725014202,391.4667627446667
ENSG00000183775,KCTD16,protein_coding,-2.5338101724772404,-4.3113450995214775,-3.031166199122719,-3.6042282356654676,-3.6134784316624815,-3.418805627689877,-3.6042282356654676,270.3884182186667
ENSG00000011347,SYT7,protein_coding,-3.92980963903566,-2.323976319936394,-3.719485028619155,-3.5323259088401553,-3.5328734133520525,-3.4076940619566836,-3.5328734133520525,7.6654379094000005
ENSG00000137331,IER3,protein_coding,-2.9570205812587087,-4.262175843195098,-0.4408238774637372,-5.298044971233341,-4.042196284629878,-3.400052311556152,-4.042196284629878,1206.985052452
ENSG00000225279,AL121987.1,lncRNA,-3.8017415733989575,-3.1865753187801644,-3.826512848342813,-2.082546907332876,-3.7545672112911346,-3.330388771829189,-3.7545672112911346,8.741451648666665
ENSG00000241956,AC109466.1,lncRNA,-3.1036759278061132,-2.9354096171576227,-3.6038764149794322,-3.2209619819451096,-3.7221836837156466,-3.3172215251207846,-3.2209619819451096,17.64032608473333
ENSG00000182585,EPGN,protein_coding,-2.399035864154042,-3.8512455421906253,-2.40111146663192,-4.092495193050494,-3.833936491248081,-3.315564911455032,-3.833936491248081,269.6907579033334
ENSG00000134986,NREP,protein_coding,-1.3862889045307405,-3.3510664844611338,-6.093757398415812,-3.634798795179318,-2.0800218374920316,-3.3091866840158075,-3.3510664844611338,3387.842834946667
ENSG00000287602,AC100808.1,lncRNA,-1.609645775304063,-4.795567151641617,-6.720863963745937,-1.8459557920365481,-1.493063200897899,-3.2930191767252133,-1.8459557920365481,10.7830076544
ENSG00000163394,CCKAR,protein_coding,-3.330837087882988,-2.384825574565466,-5.951022780310296,-0.7582566897967098,-3.9717565437854456,-3.279339735268181,-3.330837087882988,11.918002572599999
ENSG00000141469,SLC14A1,protein_coding,-1.9271471423252295,-3.29731492413062,-6.775206686539846,-1.6915478317239518,-2.703732248186891,-3.278989766581308,-2.703732248186891,314.72766883693333
ENSG00000204131,NHSL2,protein_coding,-2.9663166203794886,-2.7853580966494627,-6.4798200642437624,-2.07458304060818,-2.060243499722607,-3.2732642643207,-2.7853580966494627,23.525020064666666
ENSG00000197852,INKA2,protein_coding,-3.5187112207261393,-2.940011576005472,-2.6665787500926985,-4.191344277436233,-2.955733310135403,-3.2544758268791893,-2.955733310135403,529.0198574793334
ENSG00000055163,CYFIP2,protein_coding,-2.022875829089042,-3.238638622562207,-5.019981160087856,-2.7294656662354506,-3.1258919036206763,-3.2273706363190464,-3.1258919036206763,18.887582745
ENSG00000205710,C17orf107,protein_coding,-2.3373161050530533,-2.8252449444671446,-6.229797785959429,-1.66188564008791,-3.082159389514576,-3.2272807730164224,-2.8252449444671446,25.77817897153333
ENSG00000100065,CARD10,protein_coding,-2.176857375851773,-3.692701717210243,-2.457180001639265,-5.6485658443713245,-2.136941980784985,-3.222449383971518,-2.457180001639265,59.24302623886667
ENSG00000230479,AP000695.1,lncRNA,-1.106892500123997,-4.916796357712664,-2.9621011216253508,-4.094883317311899,-2.925998348563014,-3.2013343290673846,-2.9621011216253508,24.55942782146667
ENSG00000164220,F2RL2,protein_coding,-4.668582920038123,-2.146119885045641,-3.8419315335355297,-1.6786863667008252,-3.525865416463109,-3.1722372243566452,-3.525865416463109,43.28224591753333
ENSG00000013297,CLDN11,protein_coding,-5.503374638857988,-1.809672644016473,-0.6521280467721438,-3.4905647787680616,-4.363439863929227,-3.1638359944687786,-3.4905647787680616,85.99599617153332
ENSG00000157782,CABP1,protein_coding,-1.8436328579518966,-3.6554968430906483,-4.1068790873974645,-3.8462558509832014,-2.210924981336506,-3.1326379241519433,-3.6554968430906483,5.232845254266667
ENSG00000116183,PAPPA2,protein_coding,-1.6203687607496917,-5.334767351949965,-1.9947744020480815,-5.6356575560685656,-1.012144256902208,-3.1195424655437023,-1.9947744020480815,112.17629965026664
ENSG00000164849,GPR146,protein_coding,-4.9436849451831,-3.3942497650198105,-1.423706378201965,-2.648451524913794,-3.113444938079693,-3.1047075102796726,-3.113444938079693,26.40232392973334
ENSG00000128165,ADM2,protein_coding,-2.6568123605810117,-4.22915719831286,-0.67444638721188,-4.044413619310527,-3.7864845813259445,-3.078262829348444,-3.7864845813259445,96.40213499966667
ENSG00000092621,PHGDH,protein_coding,-3.4586901759239925,-3.4333268643625683,-1.0812250776532402,-3.9944305785434597,-3.4150116235185566,-3.0765368640003636,-3.4333268643625683,852.7856934966666
ENSG00000174611,KY,protein_coding,-3.0890950394734635,-3.1540498578517218,-2.6158514328172235,-3.7632753710825693,-2.629403736781562,-3.050335087601308,-3.0890950394734635,28.677959335333338
ENSG00000148848,ADAM12,protein_coding,-1.7946729345115582,-4.0038935979891095,-3.7421090641326593,-3.0618625310172387,-2.620765408632378,-3.0446607072565888,-3.0618625310172387,2959.391082660001
ENSG00000243742,RPLP0P2,transcribed_processed_pseudogene,-3.8997723869858367,-2.780462338086391,-0.782829004083307,-3.7101864783957157,-4.025099871067517,-3.039670015723753,-3.7101864783957157,12.474090533066667
ENSG00000156463,SH3RF2,protein_coding,-1.0438241137541633,-2.1473595101263805,-6.9273410940994475,-2.849155242262791,-2.1821122705937226,-3.0299584461673006,-2.1821122705937226,93.2069240818
ENSG00000136541,ERMN,protein_coding,-2.9386992725356382,-3.228982660564066,-2.8423712883542076,-3.252470073628309,-2.8150535841066606,-3.0155153758377766,-2.9386992725356382,46.04406738413333
ENSG00000135069,PSAT1,protein_coding,-3.812895128704355,-3.1523346909190995,-0.5364862886796846,-3.913517472543319,-3.617468427059265,-3.0065404015811446,-3.617468427059265,1399.2327893698
ENSG00000128965,CHAC1,protein_coding,-2.1594403745230286,-3.8781487049373053,-0.8729940447977693,-4.206635480126331,-3.8849811590918124,-3.000439952695249,-3.8781487049373053,413.2580459186667
ENSG00000105255,FSD1,protein_coding,-2.4354377083614915,-1.9680168838412984,-5.268009739915398,-2.4160383129597474,-2.755708494673625,-2.968642227950312,-2.4354377083614915,21.37414776126667
ENSG00000164251,F2RL1,protein_coding,-2.901652150837259,-2.2031622330814575,-2.6366211216020585,-4.10855284204657,-2.915773925125495,-2.953152454538568,-2.901652150837259,6.910657461266667
ENSG00000182667,NTM,protein_coding,-0.940653296009522,-4.892572459235106,-2.9105002280522747,-4.637238560506764,-1.2938571259508906,-2.9349643339509113,-2.9105002280522747,178.08504472459998
ENSG00000116701,NCF2,protein_coding,-2.3373161050530533,-3.8674683805094694,-1.8090944918053458,-3.9371519864518056,-2.682422953680241,-2.926690783499983,-2.682422953680241,26.69267206326666
ENSG00000228495,LINC01013,lncRNA,-1.4521478865102608,-3.8310347651006573,-4.267470636369302,-3.7919851166914444,-1.2497912817825512,-2.918485937290843,-3.7919851166914444,32.68711602566666
ENSG00000233818,AP000695.2,lncRNA,-1.31394580033923,-3.5320535851969916,-2.841783144799684,-3.9202433846146736,-2.9563069006550586,-2.9128665631211277,-2.9563069006550586,26.85455977566667
ENSG00000176771,NCKAP5,protein_coding,-2.060740403738021,-2.307848888660422,-4.680159858993758,-2.3553425939550054,-3.1231942496405773,-2.9054571989975564,-2.3553425939550054,75.74593240273333
ENSG00000132688,NES,protein_coding,-4.237386904894999,-1.650275811895948,-2.851751356179844,-2.920950889321328,-2.7912812406316303,-2.8903292405847503,-2.851751356179844,37.354422561999996
ENSG00000117016,RIMS3,protein_coding,-2.7912976174610518,-5.082719290740451,-0.3604236245145369,-3.162133098662867,-2.9936604433503367,-2.8780468149458485,-2.9936604433503367,28.073710066266663
ENSG00000157168,NRG1,protein_coding,-0.03403340475141725,-5.678683878339002,-4.339220030456945,-3.0894160593633115,-1.2083706019083156,-2.869944794963798,-3.0894160593633115,591.7624632126667
ENSG00000010030,ETV7,protein_coding,-1.2524021865832866,-3.1708725276193905,-4.827244634860848,-3.7101864783957157,-1.3626260380774253,-2.864666373107333,-3.1708725276193905,19.727698532800005
ENSG00000142623,PADI1,protein_coding,-0.5669278390248254,-4.418167435538019,-4.774750118229996,-3.425157072411316,-1.0831609336824592,-2.853632679777323,-3.425157072411316,18.046206074400004
ENSG00000176887,SOX11,protein_coding,-4.124753898612626,-2.3746059129709947,-0.7935141626176669,-3.6941434938239905,-3.2331279928666503,-2.8440290921783857,-3.2331279928666503,54.228073627
ENSG00000138798,EGF,protein_coding,-3.1601991070567523,-1.9724948102322761,-3.5015519236189276,-2.824556691694838,-2.749357278046288,-2.8416319621298163,-2.824556691694838,64.98597650753335
ENSG00000081923,ATP8B1,protein_coding,-1.363226840767096,-3.551457963357306,-4.219948412935789,-3.0519844727474617,-1.984200883397932,-2.834163714641117,-3.0519844727474617,1224.8329911333333
ENSG00000107562,CXCL12,protein_coding,-3.1487367914809727,-3.750641128656895,-3.0307554544939883,-2.7996441999006674,-1.4045298754666673,-2.826861489999838,-3.0307554544939883,1215.050384172667
ENSG00000172020,GAP43,protein_coding,-2.2498015118993027,-3.7342349012132745,-3.29289349826024,-3.1260759794639745,-1.7181776799684414,-2.8242367141610467,-3.1260759794639745,20.109999343266665
ENSG00000104783,KCNN4,protein_coding,-2.577882847277431,-2.924558519913567,-3.209058812384994,-2.8555653871933364,-2.5254551800392204,-2.81850414936171,-2.8555653871933364,36.09435090319999
ENSG00000182272,B4GALNT4,protein_coding,-2.0080009560604584,-3.3568920628336496,-4.543292616141969,-2.978392221541794,-1.1980337537414583,-2.8169223220638657,-2.978392221541794,29.96508369926666
ENSG00000088340,FER1L4,transcribed_unitary_pseudogene,-2.105382781588764,-2.759900638150924,-1.5901042000344168,-3.620398218389949,-4.001995953509844,-2.8155563583347796,-2.759900638150924,61.14363676806666
ENSG00000108852,MPP2,protein_coding,-1.7463240555846653,-1.7572327589459746,-6.57499215045034,-1.541733151571858,-2.445620376697156,-2.8131804986499986,-1.7572327589459746,61.3773656278
ENSG00000185633,NDUFA4L2,protein_coding,-1.2321607089009152,-5.0972207903480236,-1.5161336064688617,-5.1201422726172865,-1.0750637217070729,-2.8081442200084323,-1.5161336064688617,72.07358192766665
ENSG00000156103,MMP16,protein_coding,-3.5394492726430355,-3.259748022372894,-1.8050671261790034,-1.944909778667106,-3.4783254930594856,-2.8054999385843056,-3.259748022372894,173.14765978933337
ENSG00000140945,CDH13,protein_coding,-3.03653310323344,-3.244365717764645,-1.858933219211936,-3.396661042099888,-2.4808880256398034,-2.8034762215899423,-3.03653310323344,1854.9531310600005
ENSG00000172575,RASGRP1,protein_coding,-0.656160897821402,-2.355823738511911,-5.605157015267132,-3.501630377640541,-1.8541037718421407,-2.7945751602166253,-2.355823738511911,35.4269210884
ENSG00000135074,ADAM19,protein_coding,-1.585720204844332,-3.092012403580033,-3.2645377576408947,-2.9764155830357826,-3.032578283249043,-2.7902528464700174,-3.032578283249043,731.3892094126669
ENSG00000168398,BDKRB2,protein_coding,-3.4821370079780416,-2.272673292704644,-2.3485339577298,-2.218211916650012,-3.6143976923703836,-2.787190773486576,-2.3485339577298,65.37512993533332
ENSG00000087494,PTHLH,protein_coding,-5.450240989967725,-3.5607025751796337,-1.0544594585666318,-1.2235696057068028,-2.6230927727306765,-2.782413080430294,-2.6230927727306765,11.406697673466665
ENSG00000227811,INKA2-AS1,lncRNA,-3.6186174356756657,-2.184563533893442,-0.9423819910881415,-4.141445104818191,-3.023877871188673,-2.7821771873328225,-3.023877871188673,35.091830005999995
ENSG00000111536,IL26,protein_coding,-0.1224415453729717,-3.3109291795408082,-2.6021671782560802,-4.937013431307631,-2.9349197174962653,-2.7814942103947513,-2.9349197174962653,7.404464730133333
ENSG00000230787,PSAT1P3,processed_pseudogene,-3.767665687296152,-2.6085717784518483,-0.616037946944318,-3.577877082581712,-3.32493515839336,-2.779017530733478,-3.32493515839336,21.36173898026666
ENSG00000141052,MYOCD,protein_coding,-2.2449525489553688,-2.451121925512804,-1.6021172206645646,-3.374919412649648,-4.131813294392667,-2.760984880435011,-2.451121925512804,36.37716051333334
ENSG00000236654,AC079780.1,processed_pseudogene,-0.9871026818324671,-3.4924182214910493,-5.019981160087856,-2.1869230238710506,-1.9958042600406873,-2.7364458694646223,-2.1869230238710506,24.622007210733337
ENSG00000100889,PCK2,protein_coding,-2.6778745683158736,-3.3891472056738623,-0.9197529335447605,-3.6749913509586065,-2.9405693632276835,-2.7204670843441576,-2.9405693632276835,655.2545180466667
ENSG00000050344,NFE2L3,protein_coding,-2.4088051214700874,-4.342846316957882,-1.4876844393754651,-3.434460064778961,-1.834796196404728,-2.7017184277974247,-2.4088051214700874,35.60618084473333
ENSG00000253746,AC091182.2,lncRNA,-2.193961763616016,-3.8834457151303328,-1.9841896928677465,-3.8291201305300078,-1.589395698151908,-2.696022600059202,-2.193961763616016,12.366086282133331
ENSG00000143847,PPFIA4,protein_coding,-1.997310449254102,-2.8062536246926593,-4.294265487845745,-2.460796906409832,-1.8724580369524917,-2.6862169010309658,-2.460796906409832,154.1801058386667
ENSG00000127329,PTPRB,protein_coding,-2.0411887187915534,-1.6410072153036994,-4.411963247983477,-2.8258901074206664,-2.4920540050404116,-2.6824206589079616,-2.4920540050404116,24.299840300066666
ENSG00000078269,SYNJ2,protein_coding,-1.686397326120666,-3.391919305727707,-2.4326072843832076,-3.7480381507051206,-2.1522255500526253,-2.6822375233978653,-2.4326072843832076,716.192762802
ENSG00000152256,PDK1,protein_coding,-2.416915547324746,-2.7090546914460347,-3.261546166148989,-2.5932833473321146,-2.4215511989806338,-2.6804701902465036,-2.5932833473321146,385.01677728733335
ENSG00000075213,SEMA3A,protein_coding,-2.631219072383843,-3.4327981319866954,-2.399471079745117,-2.7320617185745077,-2.157422339052158,-2.6705944683484644,-2.631219072383843,19.082637220133336
ENSG00000165061,ZMAT4,protein_coding,-2.512083802991663,-1.762410805749441,-5.149319042519763,-1.5918070335460175,-2.311995026822428,-2.6655231423258625,-2.311995026822428,23.204032128466668
ENSG00000063438,AHRR,protein_coding,-0.6151305482113165,-2.927626821085267,-3.719485028619155,-3.8462558509832014,-2.192032745859417,-2.6601061989516714,-2.927626821085267,8.5813325186
ENSG00000164171,ITGA2,protein_coding,-1.349979399977137,-3.091495430540144,-2.803007881716864,-3.483954906029937,-2.569173008079561,-2.6595221252687287,-2.803007881716864,181.54282227779998
ENSG00000109743,BST1,protein_coding,-1.6422805187132496,-3.9207427242600392,-2.563727757439872,-3.3428294546862816,-1.7557262848777384,-2.645061347995436,-2.563727757439872,720.0850674866667
ENSG00000167771,RCOR2,protein_coding,-2.901652150837259,-1.5448318775933634,-4.267470636369302,-2.7068565583774564,-1.7945820803961208,-2.6430786607147003,-2.7068565583774564,5.390637910866667
ENSG00000204767,INSYN2B,protein_coding,-3.1636461772947393,-2.0714101199410213,-2.6158514328172235,-1.8824535727963414,-3.462489580365316,-2.6391701766429287,-2.6158514328172235,18.14832596746667
ENSG00000184363,PKP3,protein_coding,-2.1190871100315225,-1.4308277242557614,-4.411963247983477,-3.469488255768811,-1.7100003053683692,-2.6282733286815883,-2.1190871100315225,12.516380401066668
ENSG00000177363,LRRN4CL,protein_coding,-2.0647532156584476,-3.6019735690408052,-1.6870911426252664,-4.023816967945297,-1.6864419074414712,-2.6128153605422577,-2.0647532156584476,23.9829388888
ENSG00000214207,KRT18P10,processed_pseudogene,-0.8214865224306154,-2.8392311032870277,-2.0154934131487776,-3.8462558509832014,-3.4958400443267337,-2.603661386835271,-2.8392311032870277,5.500244976
ENSG00000286214,AUXG01000058.1,lncRNA,-1.500178509187612,-3.18011416556455,-1.6791055322817336,-2.2701130486930245,-4.3253663815098315,-2.5909755274473505,-2.2701130486930245,7.514277723866667
ENSG00000003249,DBNDD1,protein_coding,-1.8130811341470157,-3.266239880705604,-1.8396970812535707,-3.2833528957840596,-2.7279223731740054,-2.586058673012851,-2.7279223731740054,12.065166522266669
ENSG00000178776,C5orf46,protein_coding,-0.9292568586986638,-4.801489441307795,-2.4186419760686357,-3.7565206585245,-1.018456960863685,-2.584873179092656,-2.4186419760686357,143.41416172666666
ENSG00000021645,NRXN3,protein_coding,-0.7876178334122983,-3.6243846335338263,-3.090857744381569,-2.6171285070883616,-2.755430130607259,-2.575083769804663,-2.755430130607259,120.04535812273335
ENSG00000172346,CSDC2,protein_coding,-2.557829035854099,-1.3723433557872142,-4.663658107873344,-1.4185706451733426,-2.7979648812121454,-2.5620732051800292,-2.557829035854099,13.122712856733335
ENSG00000111087,GLI1,protein_coding,-5.003130880057384,-2.1494281914719315,-1.4332074736828377,-2.6146245637911,-1.5951254433757458,-2.5591033104758,-2.1494281914719315,12.494305503733335
ENSG00000122641,INHBA,protein_coding,-2.0922798972361054,-2.8935855748358037,-3.36499329135318,-2.5327494926897334,-1.757635060437627,-2.5282486633104897,-2.5327494926897334,5261.7678245333345
ENSG00000158008,EXTL1,protein_coding,-0.5231027751870254,-3.145283318809577,-4.457631006590506,-2.9156875654419823,-1.5877731477250343,-2.525895562750825,-2.9156875654419823,191.99844659066667
ENSG00000100626,GALNT16,protein_coding,-1.368400529177182,-1.7203762750186506,-3.6038764149794322,-3.986226545191533,-1.9452522539721993,-2.5248264036677996,-1.9452522539721993,11.694568794466669
ENSG00000106003,LFNG,protein_coding,-3.0120369590338303,-2.05710938386979,-3.5166756054971033,-1.4614080299185073,-2.4591023559216465,-2.5012664668481754,-2.4591023559216465,125.810385524
ENSG00000160013,PTGIR,protein_coding,-1.311415129886342,-3.0304293545041747,-3.742306291492063,-3.1587646740979345,-1.2068439177573387,-2.4899518735475707,-3.0304293545041747,47.171160069
ENSG00000139211,AMIGO2,protein_coding,-1.5039597243161875,-4.152751378531388,-1.853096473740651,-2.3695223268026933,-2.5089693384312657,-2.477659848364437,-2.3695223268026933,1664.6204134866664
ENSG00000242759,LINC00882,lncRNA,-2.078352802890298,-2.1477617727014424,-2.669346751305042,-2.4171079020489232,-3.0391267544158254,-2.470339196672306,-2.4171079020489232,137.18072488466666
ENSG00000197646,PDCD1LG2,protein_coding,-1.8023028425145435,-1.775395158535173,-3.940599726115148,-3.444568141994571,-1.3745134402139243,-2.4674758618746724,-1.8023028425145435,299.5794917673333
ENSG00000120217,CD274,protein_coding,-2.4601313692463185,-1.5391750367932096,-2.2428037249473936,-2.916538507231296,-3.16966660153962,-2.4656630479515678,-2.4601313692463185,70.63347829946666
ENSG00000133424,LARGE1,protein_coding,-3.291056685331511,-2.7469796916035287,-2.119342478700233,-2.082685793527368,-2.052555322587934,-2.458523994350115,-2.119342478700233,438.4908690633332
ENSG00000171877,FRMD5,protein_coding,-1.6065191956712774,-2.523778615675837,-5.377673669709459,-1.0405702833314954,-1.7251281197973931,-2.4547339768370926,-1.7251281197973931,19.024241739866667
ENSG00000164850,GPER1,protein_coding,-2.2539934463472715,-1.6621922208462814,-2.679708099092744,-3.478563791161243,-2.1670211612115553,-2.448295743731819,-2.2539934463472715,23.587115107600003
ENSG00000259207,ITGB3,protein_coding,-2.231466012705667,-2.718287623392431,-2.7177683131306605,-2.5553257262547495,-2.0133859875586904,-2.4472467326084395,-2.5553257262547495,166.6685285300001
ENSG00000228022,HCG20,lncRNA,-1.5238405570676379,-1.881462949911543,-1.0504166759079618,-4.795209254680374,-2.975827413225899,-2.4453513701586833,-1.881462949911543,5.306198319733334
ENSG00000196557,CACNA1H,protein_coding,-2.0728085821959232,-3.937060160717137,-2.1155190610262378,-2.569703932597029,-1.5102888224167055,-2.4410761117906064,-2.1155190610262378,21.235054559799995
ENSG00000065361,ERBB3,protein_coding,-0.6382174971890717,-2.4827412794188066,-4.974156821479797,-2.3670250085710887,-1.7176818349266858,-2.43596448831709,-2.3670250085710887,13.922907745933333
ENSG00000108797,CNTNAP1,protein_coding,-2.002769848721485,-2.4414096014582505,-2.2763646037761163,-3.0061083832946967,-2.447703714281767,-2.434871230306463,-2.4414096014582505,194.20498883866668
ENSG00000253161,LINC01605,lncRNA,-1.5241156264935087,-3.160261614757319,-2.284917803322995,-3.458163203286702,-1.7218485554468321,-2.4298613606614716,-2.284917803322995,53.7428455834
ENSG00000151388,ADAMTS12,protein_coding,-1.186970473059878,-3.1606420803398745,-3.460900673392933,-2.7660352279082563,-1.5730015145028755,-2.4295099938407634,-2.7660352279082563,1075.3801176333334
ENSG00000187955,COL14A1,protein_coding,-2.3473387002547534,-4.1801238739907935,-3.55355321039128,-1.590422316597131,-0.4676418370634128,-2.427815987659474,-2.3473387002547534,88.65947853560002
ENSG00000255874,PRECSIT,lncRNA,-1.6438032038554269,-1.732324742500131,-5.634913066118495,-1.230834390214155,-1.8849765485555272,-2.425370390248747,-1.732324742500131,29.96280454733333
ENSG00000246859,STARD4-AS1,lncRNA,-1.7707077873197181,-1.6918172662276783,-4.604730274794081,-2.7951600085984407,-1.226765781665823,-2.417836223721148,-1.7707077873197181,12.7205362536
ENSG00000109107,ALDOC,protein_coding,-2.3335719644995176,-1.8215644980668317,-3.107730033295459,-2.023488088763033,-2.8001553866584157,-2.4173019942566514,-2.3335719644995176,194.67765431933333
ENSG00000178919,FOXE1,protein_coding,-0.7492648231152108,-2.4480107665868722,-5.34203727143631,-1.990202952698139,-1.5490969760469608,-2.4157225579766988,-1.990202952698139,33.8591601688
ENSG00000174469,CNTNAP2,protein_coding,-3.8403264521115528,-2.810686054512921,-2.179683834089759,-1.4364139109259795,-1.8002847078657118,-2.413478991901185,-2.179683834089759,30.5761347126
ENSG00000126562,WNK4,protein_coding,-1.2309674866404103,-1.1212575779633251,-4.877895935469583,-2.715604082059782,-2.0435780017143905,-2.3978606167694982,-2.0435780017143905,30.196890913066667
ENSG00000101670,LIPG,protein_coding,-2.9566948206253274,-2.049005995688524,-1.498372559084939,-1.9021772259222036,-3.5800214040285274,-2.3972544010699046,-2.049005995688524,9.0381906408
ENSG00000172137,CALB2,protein_coding,-1.6722556994816995,-3.3749032306947804,-4.0193409073352715,-1.8459557920365481,-1.0649945791602318,-2.395490041741706,-1.8459557920365481,8.045836901866666
ENSG00000112715,VEGFA,protein_coding,-2.8764519084692868,-2.5232701539661253,-0.802706241440232,-2.6599763045858893,-3.055719982871695,-2.3836249182666456,-2.6599763045858893,2900.3036219133337
ENSG00000149090,PAMR1,protein_coding,-3.4205979477633957,-2.4356616716138166,-1.9042672718312241,-2.2524047212621285,-1.8552597337637478,-2.3736382692468623,-2.2524047212621285,133.35208089933332
ENSG00000176171,BNIP3,protein_coding,-2.0728350060668124,-2.8919608137389687,-2.7159939559639703,-2.383071826374948,-1.7954250014421103,-2.371857320717362,-2.383071826374948,2008.009038773333
ENSG00000253837,AC090197.1,lncRNA,-1.9170296576752501,-2.8854970528705373,-1.1980798893770825,-3.465938601382462,-2.3912810115162917,-2.3715652425643245,-2.3912810115162917,23.912092668133333
ENSG00000285294,LINC00842,lncRNA,-0.722695997492866,-2.8545191179517952,-4.926829080781083,-2.096672876189813,-1.2462619923433036,-2.3693958129517716,-2.096672876189813,16.274278842000005
ENSG00000156273,BACH1,protein_coding,-2.873142778491154,-2.6623598846007486,-0.5375448013223654,-2.8921998641367583,-2.866682001077635,-2.366385865925732,-2.866682001077635,2104.0156914466666
ENSG00000272341,AL137003.1,lncRNA,-2.552987999279062,-1.851613558055687,-4.877895935469583,-1.1838198202419576,-1.3469213228836816,-2.362647727185994,-1.851613558055687,11.587599825933335
ENSG00000197358,BNIP3P1,transcribed_processed_pseudogene,-2.1315965918836497,-3.051854807306957,-2.1483518227449103,-2.820894774113003,-1.6510147008134677,-2.3607425393723975,-2.1483518227449103,250.14980748000002
ENSG00000180914,OXTR,protein_coding,-1.0835043054322568,-2.26861761570008,-3.1459657276840254,-3.39499530348572,-1.8699302960962498,-2.3526026496796666,-2.26861761570008,687.0346479886667
ENSG00000100427,MLC1,protein_coding,-1.5635058548703555,-1.5399724679661655,-3.4781902310236927,-3.1804291215932605,-1.9839348540911863,-2.349206505908932,-1.9839348540911863,6.5833109016
ENSG00000145681,HAPLN1,protein_coding,-1.533941694711661,-3.44555970548347,-3.0270257277929016,-2.568836441752076,-1.1658814649111218,-2.348249006930246,-2.568836441752076,4648.3138427799995
ENSG00000122884,P4HA1,protein_coding,-1.8995111476856081,-3.0539240934559686,-2.126471870987711,-2.5143183131852087,-2.0527537947401093,-2.329395844010921,-2.126471870987711,4186.434764799999
ENSG00000164530,PI16,protein_coding,-1.1982196420629392,-2.82891260364116,-2.338448510085537,-2.2317780705029193,-3.046044010766389,-2.328680567411789,-2.338448510085537,6.216865639200001
ENSG00000197046,SIGLEC15,protein_coding,-0.8917988927404767,-2.0077368959907425,-4.543292616141969,-2.1786143872322077,-1.9450658954927533,-2.3133017375196294,-2.0077368959907425,11.707508895666667
ENSG00000013588,GPRC5A,protein_coding,-2.3465328433813433,-2.0793618425889973,-0.288741326602473,-3.0549775899935536,-3.7645107219705753,-2.3068248649073886,-2.3465328433813433,207.437035842
ENSG00000188042,ARL4C,protein_coding,-1.9058418364413683,-4.553432227723892,-0.7833712819113625,-2.830333583222151,-1.458248353580875,-2.3062454565759296,-1.9058418364413683,398.2045618580001
ENSG00000253496,AC011586.2,lncRNA,-1.82684012858022,-2.9319492905126294,-2.8402361847996667,-1.6257276295289538,-2.30629985087507,-2.306210616859308,-2.30629985087507,19.102862326799997
